timestamp,site,device,interface,utilization_pct,latency_ms,jitter_ms,packet_loss_pct,interface_errors,bgp_flaps,ospf_changes,tunnel_health_pct,traffic_mbps,fault_label
2026-08-16 01:47:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,44.2,24.27,3.75,0.51,1,0,0,100.0,441.99,Progressive Congestion
2026-08-16 01:48:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,44.92,25.89,4.12,0.61,1,0,0,100.0,449.15,Progressive Congestion
2026-08-16 01:49:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,44.8,25.43,3.65,0.54,1,0,0,100.0,448.01,Progressive Congestion
2026-08-16 01:50:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,41.66,17.41,2.0,0.6,0,0,0,100.0,416.62,Progressive Congestion
2026-08-16 01:51:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,46.0,28.07,4.15,0.66,1,0,0,100.0,459.97,Progressive Congestion
2026-08-16 01:52:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,46.72,29.7,4.52,0.75,1,0,0,100.0,467.2,Progressive Congestion
2026-08-16 01:53:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,52.08,42.92,9.53,2.01,4,0,0,100.0,520.76,Progressive Congestion
2026-08-16 01:54:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,47.32,30.84,4.42,0.84,1,0,0,100.0,473.15,Progressive Congestion
2026-08-16 01:55:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,48.85,34.51,5.6,1.05,2,0,0,100.0,488.53,Progressive Congestion
2026-08-16 01:56:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,48.73,34.03,5.13,0.96,2,0,0,100.0,487.31,Progressive Congestion
2026-08-16 01:57:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,47.01,29.56,3.06,1.02,1,0,0,100.0,470.13,Progressive Congestion
2026-08-16 01:58:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,52.19,42.31,7.89,1.65,3,0,0,100.0,521.86,Progressive Congestion
2026-08-16 01:59:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,51.95,41.56,7.3,1.52,3,0,0,100.0,519.54,Progressive Congestion
2026-08-16 02:00:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,52.58,42.96,7.58,1.6,3,0,0,100.0,525.82,Progressive Congestion
2026-08-16 02:01:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,49.73,35.65,4.38,1.26,2,0,0,100.0,497.31,Progressive Congestion
2026-08-16 02:02:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,54.91,48.41,9.21,2.02,4,0,0,100.0,549.06,Progressive Congestion
2026-08-16 02:03:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,49.85,35.59,3.8,1.38,2,0,0,100.0,498.46,Progressive Congestion
2026-08-16 02:04:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,54.37,46.73,7.97,1.73,4,0,0,100.0,543.74,Progressive Congestion
2026-08-16 02:05:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,58.13,55.95,11.38,2.6,5,0,0,100.0,581.31,Progressive Congestion
2026-08-16 02:06:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,52.32,41.25,5.22,1.56,2,0,0,100.0,523.19,Progressive Congestion
2026-08-16 02:07:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,53.72,44.57,6.27,1.62,3,0,0,100.0,537.17,Progressive Congestion
2026-08-16 02:08:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,55.6,49.1,7.8,1.73,4,0,0,100.0,555.99,Progressive Congestion
2026-08-16 02:09:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,54.94,47.28,6.79,1.74,3,0,0,100.0,549.43,Progressive Congestion
2026-08-16 02:10:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,53.4,43.25,4.9,1.8,2,0,0,100.0,533.99,Progressive Congestion
2026-08-16 02:11:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,57.19,52.54,8.34,1.89,4,0,0,100.0,571.87,Progressive Congestion
2026-08-16 02:12:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,55.48,48.09,6.28,1.92,3,0,0,100.0,554.75,Progressive Congestion
2026-08-16 02:13:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,59.1,56.97,9.55,2.22,5,0,0,100.0,590.97,Progressive Congestion
2026-08-16 02:14:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,56.86,51.2,6.96,2.04,4,0,0,100.0,568.61,Progressive Congestion
2026-08-16 02:15:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,62.35,64.75,12.1,2.87,6,0,0,100.0,623.5,Progressive Congestion
2026-08-16 02:16:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,58.23,54.28,7.63,2.16,4,0,0,100.0,582.33,Progressive Congestion
2026-08-16 02:17:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,59.71,57.79,8.76,2.22,5,0,0,100.0,597.06,Progressive Congestion
2026-08-16 02:18:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,62.53,64.67,11.23,2.69,6,0,0,100.0,625.27,Progressive Congestion
2026-08-16 02:19:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,58.99,55.65,7.34,2.34,4,0,0,100.0,589.88,Progressive Congestion
2026-08-16 02:20:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,62.45,64.14,10.45,2.51,6,0,0,100.0,624.55,Progressive Congestion
2026-08-16 02:21:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,65.16,70.74,12.81,3.11,7,0,0,100.0,651.64,Progressive Congestion
2026-08-16 02:22:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,59.89,57.36,7.19,2.52,4,0,0,100.0,598.85,Progressive Congestion
2026-08-16 02:23:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,64.02,67.52,10.97,2.67,6,0,0,100.0,640.19,Progressive Congestion
2026-08-16 02:24:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,64.72,69.1,11.32,2.77,6,0,0,100.0,647.2,Progressive Congestion
2026-08-16 02:25:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,66.31,72.91,12.56,3.09,7,0,0,100.0,663.14,Progressive Congestion
2026-08-16 02:26:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,62.83,64.02,8.73,2.76,5,0,0,100.0,628.26,Progressive Congestion
2026-08-16 02:27:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,63.21,64.8,8.76,2.82,5,0,0,100.0,632.09,Progressive Congestion
2026-08-16 02:28:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,67.44,75.21,12.64,3.14,7,0,0,100.0,674.44,Progressive Congestion
2026-08-16 02:29:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,67.54,75.28,12.39,3.09,7,0,0,100.0,675.44,Progressive Congestion
2026-08-16 02:30:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,68.0,76.25,12.5,3.13,7,0,0,100.0,680.01,Progressive Congestion
2026-08-16 02:31:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,68.74,77.93,12.89,3.23,7,0,0,100.0,687.43,Progressive Congestion
2026-08-16 02:32:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,67.24,74.0,11.04,3.12,7,0,0,100.0,672.4,Progressive Congestion
2026-08-16 02:33:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,69.61,79.76,13.06,3.3,8,0,0,100.0,696.15,Progressive Congestion
2026-08-16 02:34:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,70.29,81.27,13.39,3.39,8,0,0,100.0,702.86,Progressive Congestion
2026-08-16 02:35:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,68.82,77.43,11.57,3.3,7,0,0,100.0,688.21,Progressive Congestion
2026-08-16 02:36:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,74.53,91.53,16.93,4.29,10,0,0,100.0,745.32,Progressive Congestion
2026-08-16 02:37:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,72.3,85.77,14.35,3.66,9,0,0,100.0,722.98,Progressive Congestion
2026-08-16 02:38:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,69.52,78.64,11.22,3.48,7,0,0,100.0,695.17,Progressive Congestion
2026-08-16 02:39:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,73.76,89.08,15.11,3.87,9,0,0,100.0,737.63,Progressive Congestion
2026-08-16 02:40:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,71.05,82.13,12.05,3.6,8,0,0,100.0,710.51,Progressive Congestion
2026-08-16 02:41:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,75.12,92.14,15.77,4.05,9,0,0,100.0,751.24,Progressive Congestion
2026-08-16 02:42:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,76.42,95.19,16.72,4.3,10,0,0,100.0,764.17,Progressive Congestion
2026-08-16 02:43:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,73.01,86.5,12.96,3.78,8,0,0,100.0,730.09,Progressive Congestion
2026-08-16 02:44:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,77.13,96.62,16.73,4.32,10,0,0,100.0,771.27,Progressive Congestion
2026-08-16 02:45:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,76.58,95.06,15.83,4.11,10,0,0,100.0,765.76,Progressive Congestion
2026-08-16 02:46:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,77.94,98.31,16.84,4.37,10,0,0,100.0,779.44,Progressive Congestion
2026-08-16 02:47:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,80.64,104.88,19.19,4.97,11,0,0,100.0,806.44,Progressive Congestion
2026-08-16 02:48:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,76.91,95.37,15.11,4.08,9,0,0,100.0,769.09,Progressive Congestion
2026-08-16 02:49:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,76.44,94.03,14.29,4.14,9,0,0,100.0,764.43,Progressive Congestion
2026-08-16 02:50:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,76.72,94.55,14.22,4.2,9,0,0,100.0,767.21,Progressive Congestion
2026-08-16 02:51:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,77.42,96.12,14.57,4.26,9,0,0,100.0,774.18,Progressive Congestion
